,Text,score,analysis
1928,first introduced delicious tea stashs green tea sampler also highly recommended immediately addicted really wasnt expecting impressed usually hate fruity teas always taste medicinal nothing like ive tasted beforebr br incredibly strong peach flavor aroma spicy ginger aftertaste cant really taste green tea thats bad thingbr br one teas put honey find copious amounts make tea best,0.1494871794871795,Neutral
1929,pumpkin delicious scoop pumpkin morning smoothie open put fridge use throughout week smoothies soups sauces pumpkin deserves used things pies breadbr dont know packaging different none cans damaged,0.3333333333333333,Neutral
1930,similac sensative agrees baby 100 readytofeed agrees always supply baby bag trips grocery store visit grandmas blue hungry car buy throw away nipples setbr br baby eats 6 oz time times pour formula bottle cap rest fridge good 48 hours opened need waste extra 2 ozbr br recommend buying grocery store get 900 heb plus,0.12499999999999999,Neutral
1931,product perfect way end breakfast linger suduko try drink anything caffein keeps awake night addition concerned calories wonderfully tasting treat low calories good true first ingredient partially hydrogenated oil makes good choice thing use partially hadrogenated oil one cup day made without oil would use day long maybe remove ingredient flavor marvelous mixes little slowly dont give eventually dissolves,0.3278846153846154,Neutral
1932,use lot red food coloring tired little bottles big prices grocery store good buy would recommend anyone needs lot food coloring cakes crafts hummingbirds etc,0.022499999999999985,Neutral
1933,ive tried number protein bars low carb type would say least enjoyed fact taste little mention aftertaste pitched last four hate wasting food anything matter alternative let go stale pantry texture decent taste ugh waste calories,-0.14675925925925926,Neutral
1934,great product looking way use coffee krueig machine cuisinart use supplied filter lets face whole point make cup coffee using kcup fill little filter clean afterwards kinda defeats purpose looking type item hoping could prepackage brand coffee skeptical first thought price id give try product works great fill 50 cups filter lid store old kcup box lids fit tight works like expensive kcups issue 12 cup setting little spill problems 10 cup setting open top put another cup stick top machine hole punctures cup thats fact purchase wish shipping wasnt much product arrived earlier scheduled believe using regular basis,0.14239417989417993,Neutral
1935,thats youll thinking nose ignites eating handful stuff bungee jump parachute mountain bike love exciting adventurous things stuff may,0.43333333333333335,Neutral
1936,chocolatecovered pretzels ive ones ever taste best snack treats around cant eat one bag,1.0,Positive
1937,ordered red mms make mm cake baby shower still received 3 weeks later shower already passed ended buy 20 bags mms get amount red ones needed popular color mixed bags seller states order way therefore cancel stuck ton multicolored mms maybe bag red ones pay 20 addition 10 originally paid overall experience horrible due extremely slow shipping also ordered mms said would delivered 57 business days never received notice stock back order,-0.037500000000000006,Neutral
1938,happy cytomax typically swim ten miles week hence focus lot rehydration electrolyte replacement cytomax meets needs perfectly mix 32 ounces typical workout drinking half rest sweet tasty sugary like gatorade found meet needs great product havent found cheaper anywhere else,0.30625,Neutral
1939,personally seen productbr given discerning couplebr thank youbr rave reviewsbr rather imagine people seen many lovely giftsand probably dont really need anythingbr feel gift purchase others feel confident,0.33999999999999997,Neutral
1940,wanted try knew product sold canada moving back happy cat loves know good would purchase anything else wish would also come wet cat food,0.35,Neutral
1941,really enjoy oatmeal frequently share batch coworkers add dried fruit nuts making crock pot version easy doesnt watched stirred several coworkers purchasing mccanns often give healthy gift,0.20555555555555557,Neutral
1942,great product exact brand grew drinking germany reason give otherwise amazing drink 3 stars due price treat im really home sick order tend make last savor flavor german deli another brand pretty good doesnt touch karamalz though get 14 roughly price youre willing settle lesser quality really wish easier get states whenever go home germany easily drink crate 20 two weeks,0.18293650793650798,Neutral
1943,chips fresh shipped safely way afghanistan quickly would definately order chips finish others,0.37777777777777777,Neutral
1944,used spike 20 years best veggies taken place smoked meats butter baked potatoes spike little margarine need soups especially vegetable soup spike bomb used get seasoning organicvitamin stores buy amazon 6 packs,0.2708333333333333,Neutral
1945,stuff fantastic throw salmon skillet sprinkle voila delicious homecooked salmon youll ever sauce necessary,0.4666666666666666,Neutral
1946,tea bags make nice raspberry flavored tea however lingering flavor reminds slightly fermented older tea nice red color raspberry flavor make stronger recommendation 1 tea bag per gallon buy fermented taste,0.24,Neutral
1947,husband looking syrup match lattes purchase make home without calories additives preservatives best flavor love coffee add syrup along skim milk frother turns amazing definately recommend,0.7000000000000001,Positive
1948,decided buy reduce possibilities high cholesterol next blood test annual exam eat 5 per day taste great although get slick feel mouth eating annoying soft chews similar texture taste caramel recommend,0.0014285714285714338,Neutral
1949,used two maybe three tea bags got pregnant drink pregnancy bad taste im big tea fan either,-0.12222222222222218,Neutral
1950,even though write reviews mostly favorite types escape novels sparked amazons enthusiasm take part grocery store gourmet food expansions first purchase products beyond books included grain called quinoa keenwabr br product arrived good order within perfect timingbr br maiden purchase also added lavender oil 4 oz essoil foods clove oil 4 oz shopping cart along powdered cloves hrefhttpwwwamazoncomgpproductb000yv7zaimccormick cloves ground 16ounce unita lavender teathe tao tea herbal tea lavender 100 organic 20ounce tin pack 3 see listmania essential oils indicates items ive reviewed info values uses lavender cloves available various vendors herebr br consider quinoa valuable food available planet food meets standards luxury gourmet flavor culinary versatility addition baseline healthy fullspectrum nourishmentbr br limited 4 items food groups addition water course eat drink would quinoa coffee dairy products variety greens spices nuts yeah okay dairy products greens spices nuts may considered 2 items theyre two categoriesbr br im vegetarian love meat chicken fish im working limitations im making basic basics still enough food items concoct satisfying flavor yeah yeah nutrition though according beliefs nutrition dims deteriorates unless living presence yummybr br quinoa believe would take care least many basic nutritional needsbr br way simplify use preparation quinoa think either rice oatmeal gourmet accordinglybr br rice add savory herbs like parsley basil marjoram garlic onions etc actually types herb concoctions side foods could blended pasta would also work quinoa think lidias italian table noodle heaven substitute quinoa pasta like pasta coursebr br oatmeal add sweet rich ingredients like fruit including raisin date types brown sugar molasses maple creme type thingbr br far cooking instructions theyre basically ricebr br add water liquid 2 1 ratio 2 cups liquid water broth vegetable fruit juices 1 cup quinoabr br instructions given bag boiling water adding quinoa covering pot simmering 1215 minutesbr br ive also successfully prepared quinoa microwave heat water boil bowl use large one avoid mess boiling add quinoa cover cook depending power levels volume food microwave sometimes cooks 4 times faster outsidethewaves cooking example time variance larger amounts food 1 potato cooks average 4 8 minutes 2 potatoes require double 8 16 minutesbr br single serving cooked quickly microwave might use 14 cup quinoa 24 ½ cup liquidbr br actually simplified process placing single serving amounts quinoa water bowl microwave cooking high maybe 3 minutes till liquid bubbles cover bowl plate lid zap another minute half let steep microwave without opening another minutes since microwave ovens tastes texture differ youll experiment microwave processes get results work use sauce pan method described bagbr br microwave quinoa seems cook easier ricebr br also cook rice microwave similar method dont use minute rice since microwave method works easily fairly quickly cook serving bowl plate lid place table family style digging inbr br love nutty barley flavor quinoa thankfully husbandbr br recently arrowhead mills alter eco fair trade berry farm eden foods angelinas added list purveyors quinoabr br past ive purchased quinoa bobs red mill white mountain farms colorado san juan mountain area always satisfied sellers whenif products available amazon used many different foods products im also confident ordering quinoa wellbr br reviews quinoa red helpful addition common golden grain ive seen black quinoa also appealing reportedly oldest variety well actually reviews ive read quinoa offered something value info ive already gathered extra details info alter eco fair trade buying pages appreciated much used sell quinoa city chef kitchen store longer open spend time writing little cooking sidebr br quinoa iteresting history including development saponin coating grainbr br genetics quinoa seeds eons ages growing developed saponin coating effective protection insects burrowing varments like worms parasitesbr br knowing saponin began habit saving water used rinse quinoa watering plants pouring ground might want discourage insectsbr br saponin removed im sure long naked grains able protect parasitic invasions certainly quinoa strong wiseoldgrain high integrity many reasons would able longer similar eonsyounger food offerings im concerned usually order either prewashed grain saponin coated whichever readily availablebr br quinoa grows 7000footelevation requires certain growing climate found certain areas world parts rocky mountains one areas tested fairly recently terms eons ages associated ancient grain incasbr br interesting stories quinoas long history bountiful wont get large assortment books pamphlets available read course many offered amazonbr br remain ever thankful magical foods gourmet healthy quality especially era told authorities need remove life magic wholeness flavor everything sake healthbr br heres interesting question ponderbr br eons lose quinoa seeds lived long enough develop saponin find againbr br easy exotic recipe using quinoa see review hrefhttpwwwamazoncomgpproductb00024cw1ovirgin coconut oil certified organic 12 flozabr br linda shelnuttbr author several books includingbr molasses moon,0.20361322188449843,Neutral
